일시,기온(°C),강수량(mm),풍속(m/s),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),최저운고(100m ),시정(10m),지면온도(°C),5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),체감온도,습도범주
2018-01-02 14:00:00,1.7,,4.4,20.0,1.4,-18.9,1017.4,1028.3,1.0,0.91,,,0.0,0.0,,1995,1.0,0.2,0.3,1.0,0.6192941418205108,낮음
2018-01-02 15:00:00,1.5,,3.0,22.0,1.5,-17.9,1017.0,1027.9,1.0,0.76,,,4.0,0.0,,1998,0.6,0.1,0.3,1.0,1.2062843639276921,낮음
2018-01-02 16:00:00,1.3,,2.9,23.0,1.5,-17.6,1017.2,1028.1,1.0,0.51,,,0.0,0.0,,2000,0.0,0.2,0.3,1.0,1.0574475038041378,낮음
2018-01-02 17:00:00,0.3,,2.6,27.0,1.7,-16.5,1017.5,1028.4,0.9,0.18,,,0.0,0.0,,2000,-0.2,0.1,0.2,1.0,0.19686963052333192,낮음
2018-01-05 13:00:00,0.9,,2.0,43.0,2.8,-10.2,1009.2,1020.0,1.0,0.98,,,8.0,0.0,,1112,1.5,0.1,-0.2,0.6,1.3744991553399295,보통
2018-01-05 14:00:00,1.4,,2.0,41.0,2.8,-10.4,1008.5,1019.3,1.0,0.99,,,4.0,0.0,,1003,1.7,0.3,-0.1,0.6,1.9067513304627477,보통
2018-01-05 15:00:00,1.5,,2.8,34.0,2.3,-12.6,1008.6,1019.4,1.0,0.84,,,1.0,0.0,,1776,1.1,0.3,-0.1,0.6,1.347309363292077,낮음
2018-01-05 16:00:00,1.0,,2.9,34.0,2.2,-13.1,1009.0,1019.8,1.0,0.61,,,0.0,0.0,,2000,0.0,0.3,-0.1,0.6,0.7299556115172623,낮음
2018-01-06 12:00:00,0.0,,2.3,35.0,2.1,-13.6,1013.8,1024.7,1.0,1.07,,,0.0,0.0,,1672,0.4,-0.3,-0.5,0.5,0.12916943507177692,낮음
2018-01-06 13:00:00,0.9,,2.4,28.0,1.8,-15.6,1013.1,1023.9,1.0,1.18,,,0.0,0.0,,1895,1.5,0.0,-0.3,0.5,1.0102619917782376,낮음
2018-01-06 14:00:00,1.8,,2.0,29.0,2.0,-14.3,1012.4,1023.2,1.0,1.14,,,0.0,0.0,,1693,2.3,0.4,-0.2,0.5,2.3325530705610014,낮음
2018-01-06 15:00:00,2.3,,2.2,27.0,1.9,-14.8,1012.1,1022.9,1.0,0.92,,,0.0,0.0,,1877,1.6,0.5,-0.2,0.5,2.6852531792813643,낮음
2018-01-06 16:00:00,2.7,,2.2,27.0,2.0,-14.4,1012.0,1022.8,1.0,0.64,,,0.0,0.0,,1811,-0.2,0.5,-0.1,0.5,3.1137778895061166,낮음
2018-01-06 17:00:00,1.1,,1.7,31.0,2.1,-14.1,1012.2,1023.0,1.0,0.26,,,0.0,0.0,,1989,-0.2,0.1,-0.1,0.5,1.9009650362549249,낮음
2018-01-07 11:00:00,0.5,,1.4,35.0,2.2,-13.2,1013.4,1024.3,1.0,0.75,,,8.0,2.0,45.0,1558,0.0,-0.6,-0.7,0.4,1.6410787740596906,낮음
2018-01-07 12:00:00,1.1,,0.9,34.0,2.3,-13.0,1012.6,1023.4,0.6,0.6,,,9.0,5.0,46.0,1455,0.4,-0.3,-0.4,0.4,3.0525744664912446,낮음
2018-01-07 13:00:00,1.4,,0.8,34.0,2.3,-12.7,1011.3,1022.1,0.0,0.5,,,10.0,10.0,38.0,1394,0.7,-0.1,-0.3,0.4,3.554512449071602,낮음
2018-01-07 14:00:00,1.9,,0.7,32.0,2.3,-13.0,1010.3,1021.1,0.0,0.41,,,10.0,10.0,34.0,1368,1.0,0.0,-0.3,0.4,4.273107193202437,낮음
2018-01-07 15:00:00,2.7,,0.9,31.0,2.3,-12.7,1009.4,1020.1,0.0,0.43,,,10.0,10.0,30.0,1603,1.0,0.0,-0.2,0.4,4.670769590665983,낮음
2018-01-07 16:00:00,2.6,,1.0,32.0,2.4,-12.4,1009.1,1019.8,0.0,0.27,,,9.0,9.0,30.0,1381,0.8,0.1,-0.2,0.4,4.3968,낮음
2018-01-07 17:00:00,2.3,,0.2,33.0,2.4,-12.3,1009.5,1020.2,0.0,0.13,,,10.0,10.0,30.0,1515,-0.1,0.0,-0.2,0.4,6.465650874778579,낮음
2018-01-07 18:00:00,1.8,,1.2,34.0,2.4,-12.4,1008.7,1019.5,0.0,0.0,,,10.0,10.0,27.0,1518,0.0,0.0,-0.2,0.4,3.2669617606371135,낮음
2018-01-07 19:00:00,1.6,,1.0,35.0,2.4,-12.2,1009.5,1020.3,,,,,,5.0,29.0,1419,-0.1,0.0,-0.1,0.4,3.378800000000001,낮음
2018-01-07 20:00:00,1.3,,0.4,38.0,2.6,-11.4,1009.2,1020.0,,,,,,10.0,29.0,1386,-0.1,0.0,-0.1,0.5,4.553594434435755,낮음
2018-01-07 21:00:00,1.2,,0.6,39.0,2.6,-11.2,1008.4,1019.2,,,,,9.0,9.0,30.0,1378,-0.2,0.0,-0.1,0.4,3.826589881424791,낮음
2018-01-07 22:00:00,1.1,,0.5,40.0,2.6,-11.0,1008.4,1019.2,,,,,,4.0,23.0,1305,-0.2,0.0,-0.1,0.5,4.017580128234188,보통
2018-01-07 23:00:00,1.1,,0.6,39.0,2.6,-11.3,1008.1,1018.9,,,,,,5.0,26.0,1422,-0.2,0.0,-0.1,0.4,3.727901660977074,낮음
2018-01-08 00:00:00,0.9,,1.1,42.0,2.8,-10.5,1007.5,1018.3,,,,,10.0,10.0,26.0,1271,-0.2,0.0,0.0,0.4,2.4969664561757616,보통
2018-01-08 01:00:00,0.9,,0.2,42.0,2.8,-10.5,1006.6,1017.4,,,,,,,19.0,1333,-0.3,0.0,-0.1,0.4,5.166473093126128,보통
2018-01-08 02:00:00,0.8,,0.5,42.0,2.7,-10.6,1005.8,1016.6,,,,,,10.0,16.0,1275,-0.3,0.0,-0.1,0.4,3.7246668960473053,보통
2018-01-08 03:00:00,0.9,,0.4,43.0,2.8,-10.2,1005.2,1016.0,,,,,10.0,6.0,15.0,1261,-0.3,0.0,0.0,0.4,4.1680221239578,보통
2018-01-08 04:00:00,1.0,,0.8,43.0,2.8,-10.2,1004.7,1015.5,,,,,10.0,6.0,15.0,1253,-0.3,0.0,0.0,0.5,3.1528750483025463,보통
2018-01-08 05:00:00,0.8,,1.0,42.0,2.7,-10.6,1003.7,1014.5,,,,,10.0,5.0,18.0,1394,-0.4,0.0,0.0,0.5,2.5643999999999996,보통
2018-01-08 06:00:00,0.8,0.0,0.7,45.0,2.9,-9.8,1003.6,1014.4,,,,,10.0,6.0,10.0,1268,-0.4,0.0,0.0,0.5,3.1775005001603978,보통
2018-01-08 07:00:00,0.7,,0.8,44.0,2.8,-10.1,1002.8,1013.5,,,,,10.0,4.0,17.0,1357,-0.6,0.0,-0.1,0.5,2.851646997725757,보통
2018-01-08 08:00:00,0.7,,0.7,45.0,2.9,-9.9,1002.5,1013.2,0.0,0.0,,,10.0,10.0,22.0,1339,-0.6,0.0,0.0,0.5,3.0778998917020317,보통
2018-01-08 09:00:00,0.8,,0.9,47.0,3.0,-9.2,1003.1,1013.8,0.0,0.05,,,10.0,3.0,18.0,1070,-0.2,0.0,0.0,0.5,2.7491628807084805,보통
2018-01-08 10:00:00,1.3,,0.8,43.0,2.9,-9.9,1002.9,1013.6,0.0,0.16,,,10.0,10.0,28.0,971,0.0,0.0,-0.1,0.5,3.4541030988793375,보통
2018-01-08 11:00:00,1.7,,0.6,37.0,2.6,-11.4,1002.2,1012.9,0.0,0.23,,,9.0,6.0,35.0,1062,0.1,0.0,0.0,0.5,4.3200309836633695,낮음
2018-01-08 12:00:00,2.7,,2.7,33.0,2.4,-12.0,1001.1,1011.7,0.5,0.6,,,9.0,9.0,31.0,1281,1.1,0.2,0.0,0.5,2.7245764262849494,낮음
2018-01-08 13:00:00,3.0,,1.6,32.0,2.4,-12.1,1000.0,1010.6,0.0,0.38,,,10.0,10.0,30.0,1518,1.3,0.2,0.0,0.5,4.008899129214195,낮음
2018-01-08 14:00:00,3.4,,1.4,31.0,2.4,-12.1,998.8,1009.4,0.0,0.36,,,10.0,10.0,30.0,1267,1.8,0.3,0.0,0.5,4.656878185221547,낮음
2018-01-08 15:00:00,3.9,,1.8,33.0,2.7,-10.9,997.5,1008.0,0.0,0.39,,,9.0,9.0,30.0,1293,2.2,0.4,0.0,0.5,4.751488556774782,낮음
2018-01-08 16:00:00,3.5,,1.7,36.0,2.8,-10.2,997.5,1008.1,0.0,0.16,,,10.0,8.0,11.0,1702,0.5,0.2,0.0,0.5,4.428485138643362,낮음
2018-01-08 17:00:00,2.7,,2.8,50.0,3.7,-6.7,997.6,1008.2,0.0,0.06,,,10.0,7.0,9.0,1957,0.0,0.1,0.0,0.5,2.6541182266544716,보통
2018-01-08 18:00:00,1.5,0.0,2.5,70.0,4.8,-3.3,997.6,1008.3,0.0,0.0,,,10.0,6.0,7.0,638,0.0,0.1,0.0,0.5,1.5756067716225077,보통
2018-01-08 19:00:00,0.9,,1.6,88.0,5.8,-0.8,997.4,1008.1,,,0.5,,10.0,6.0,6.0,290,0.0,0.0,0.0,0.5,1.8060688517170396,높음
2018-01-08 20:00:00,1.0,,1.9,89.0,5.8,-0.6,997.6,1008.3,,,1.0,,10.0,6.0,6.0,407,0.0,0.1,0.0,0.5,1.5811592646044996,높음
2018-01-08 21:00:00,0.7,0.9,6.7,77.0,5.0,-2.8,998.2,1008.9,,,1.0,1.0,10.0,6.0,6.0,692,0.0,0.1,0.0,0.5,-1.4832743728319306,높음
2018-01-08 22:00:00,0.1,,4.6,68.0,4.2,-5.1,998.5,1009.2,,,1.0,,7.0,7.0,10.0,740,0.0,0.0,0.0,0.5,-1.2817222966179964,보통
2018-01-14 12:00:00,1.2,,0.8,58.0,3.9,-6.1,1019.9,1030.8,0.6,0.74,,,8.0,8.0,10.0,550,1.8,-0.3,-0.8,-0.2,3.353693748687075,보통
2018-01-14 13:00:00,3.0,,1.4,52.0,3.9,-5.9,1018.3,1029.1,1.0,0.9,,,6.0,6.0,10.0,568,3.1,0.0,-0.6,-0.1,4.240905852647497,보통
2018-01-14 14:00:00,3.7,,0.6,53.0,4.2,-5.0,1017.2,1028.0,0.8,0.74,,,9.0,9.0,9.0,592,2.9,0.3,-0.5,-0.1,6.293795392617689,보통
2018-01-14 15:00:00,4.6,,0.9,50.0,4.2,-4.9,1016.5,1027.2,0.6,0.62,,,8.0,8.0,11.0,824,2.6,0.4,-0.4,-0.1,6.592376300623483,보통
2018-01-14 16:00:00,5.3,,1.8,49.0,4.4,-4.5,1015.8,1026.5,0.8,0.43,,,6.0,2.0,11.0,982,1.6,0.3,-0.3,-0.1,6.231427042178305,보통
2018-01-14 17:00:00,4.5,,1.1,51.0,4.3,-4.7,1015.7,1026.4,0.6,0.17,,,8.0,8.0,12.0,1244,0.7,0.2,-0.2,-0.1,6.183700594951201,보통
2018-01-14 18:00:00,4.1,,1.3,53.0,4.3,-4.6,1015.5,1026.2,0.0,0.0,,,9.0,9.0,13.0,1132,0.1,0.1,-0.2,-0.1,5.506041885846541,보통
2018-01-14 19:00:00,3.9,,1.1,54.0,4.4,-4.5,1015.3,1026.0,,,,,,10.0,14.0,1102,0.1,0.1,-0.2,-0.1,5.569244905155293,보통
2018-01-14 20:00:00,3.5,,1.0,55.0,4.3,-4.7,1014.8,1025.5,,,,,,9.0,15.0,1100,-0.2,0.1,-0.2,-0.1,5.313000000000001,보통
2018-01-14 21:00:00,3.1,,0.4,58.0,4.4,-4.3,1014.5,1025.3,,,,,9.0,9.0,8.0,936,0.0,0.1,-0.2,-0.1,6.288669831586554,보통
2018-01-14 22:00:00,2.8,,0.6,60.0,4.5,-4.2,1014.0,1024.8,,,,,,7.0,8.0,829,0.0,0.1,-0.1,-0.1,5.405601408588245,보통
2018-01-14 23:00:00,2.7,,0.6,60.0,4.4,-4.3,1013.7,1024.5,,,,,,2.0,10.0,794,0.0,0.1,-0.2,-0.1,5.3069131881405305,보통
2018-01-15 00:00:00,3.0,,0.5,60.0,4.5,-4.0,1013.9,1024.7,,,,,9.0,9.0,8.0,842,0.1,0.1,-0.1,-0.1,5.872697265417775,보통
2018-01-15 01:00:00,3.0,,0.9,62.0,4.7,-3.5,1013.4,1024.2,,,,,,7.0,7.0,835,0.1,0.1,-0.1,-0.1,4.974181176448745,보통
2018-01-15 02:00:00,3.6,,0.9,65.0,5.2,-2.3,1013.2,1023.9,,,,,,5.0,,959,0.1,0.1,-0.1,0.0,5.581004348014271,보통
2018-01-15 03:00:00,4.4,,1.7,70.0,5.8,-0.6,1012.9,1023.6,,,,,9.0,9.0,15.0,928,0.3,0.1,-0.1,0.0,5.376305177039026,보통
2018-01-15 04:00:00,4.9,,1.8,73.0,6.3,0.4,1012.5,1023.2,,,,,9.0,9.0,15.0,881,0.7,0.1,-0.1,0.0,5.808587474920157,높음
2018-01-15 05:00:00,5.0,,1.9,76.0,6.6,1.1,1012.0,1022.7,,,,,9.0,9.0,15.0,808,1.0,0.2,-0.1,0.0,5.824693360958195,높음
2018-01-15 06:00:00,4.9,0.0,3.0,83.0,7.2,2.2,1012.4,1023.1,,,,,10.0,7.0,7.0,582,1.3,0.3,-0.1,-0.1,4.9265532253452085,높음
2018-01-15 07:00:00,4.4,,1.0,87.0,7.3,2.4,1012.8,1023.5,,,,,9.0,9.0,11.0,357,0.6,0.2,-0.1,0.0,6.2292000000000005,높음
2018-01-15 08:00:00,4.1,,1.1,85.0,6.9,1.7,1012.9,1023.6,0.0,0.0,,,8.0,8.0,10.0,470,-0.4,0.1,-0.1,0.0,5.774063468420596,높음
2018-01-15 09:00:00,3.9,0.2,1.7,86.0,6.9,1.7,1013.6,1024.3,0.0,0.11,,,8.0,8.0,11.0,399,0.6,0.1,-0.1,0.0,4.849738489041435,높음
2018-01-15 10:00:00,4.2,,2.2,82.0,6.7,1.3,1014.4,1025.1,0.1,0.22,,,8.0,8.0,11.0,560,2.3,0.3,-0.1,0.0,4.72074555284894,높음
2018-01-15 11:00:00,4.7,,2.3,75.0,6.4,0.6,1014.9,1025.6,1.0,0.54,,,8.0,8.0,10.0,533,3.1,0.5,-0.1,0.0,5.179424562536331,높음
2018-01-15 12:00:00,6.2,,1.9,64.0,6.1,-0.1,1014.4,1025.0,1.0,0.79,,,4.0,4.0,10.0,549,5.8,0.9,0.0,0.0,7.097753589864302,보통
2018-01-15 13:00:00,6.1,,2.3,61.0,5.8,-0.8,1013.9,1024.5,1.0,0.91,,,2.0,2.0,7.0,534,6.0,1.1,0.0,0.0,6.683755877100242,보통
2018-01-15 14:00:00,7.1,,2.1,52.0,5.2,-2.1,1012.8,1023.4,0.8,0.76,,,8.0,0.0,,646,6.2,1.3,0.0,0.0,7.899518557149834,보통
2018-01-15 15:00:00,7.4,,1.7,38.0,3.9,-6.0,1012.1,1022.7,1.0,0.63,,,9.0,0.0,,817,5.1,1.3,-0.1,0.0,8.535705305024575,낮음
2018-01-15 16:00:00,7.5,,0.9,37.0,3.8,-6.2,1012.2,1022.8,0.8,0.48,,,8.0,0.0,,813,3.2,1.2,0.0,0.0,9.525354963190196,낮음
2018-01-15 17:00:00,6.5,,0.8,40.0,3.9,-6.1,1012.4,1023.0,0.8,0.23,,,3.0,0.0,,804,0.0,0.5,-0.1,0.0,8.675389308877042,보통
2018-01-15 18:00:00,5.2,,1.3,44.0,3.9,-6.0,1012.4,1023.1,0.0,0.0,,,6.0,0.0,,647,0.0,0.0,-0.1,0.0,6.64454043438883,보통
2018-01-15 19:00:00,4.4,,1.2,53.0,4.4,-4.3,1012.2,1022.9,,,,,,9.0,53.0,538,0.0,0.1,-0.1,0.0,5.9442775382484045,보통
2018-01-15 20:00:00,3.7,,1.3,58.0,4.6,-3.8,1012.1,1022.8,,,,,,9.0,55.0,474,0.0,0.0,0.0,0.0,5.092042413649346,보통
2018-01-15 21:00:00,3.4,,0.8,59.0,4.6,-3.8,1012.5,1023.2,,,,,9.0,0.0,,471,0.0,0.1,-0.1,0.0,5.562699452916873,보통
2018-01-15 22:00:00,3.0,,1.6,61.0,4.6,-3.8,1012.3,1023.0,,,,,,8.0,49.0,460,0.0,0.1,0.0,0.0,4.008899129214195,보통
2018-01-15 23:00:00,2.4,,0.6,63.0,4.6,-3.9,1011.6,1022.4,,,,,,5.0,54.0,443,-0.1,0.0,-0.1,0.0,5.010848526797382,보통
2018-01-16 00:00:00,1.8,,1.2,67.0,4.7,-3.6,1011.8,1022.6,,,,,6.0,0.0,,387,-0.3,0.0,0.0,0.0,3.2669617606371135,보통
2018-01-16 01:00:00,1.2,,0.7,64.0,4.3,-4.8,1011.0,1021.8,,,,,,8.0,55.0,455,-0.4,0.0,-0.1,0.0,3.5759029339938677,보통
2018-01-16 02:00:00,0.5,,0.7,72.0,4.6,-3.9,1010.7,1021.5,,,,,,0.0,63.0,385,-0.5,0.0,0.0,0.0,2.8786986747852974,높음
2018-01-16 03:00:00,0.3,,0.6,70.0,4.4,-4.5,1010.9,1021.8,,,,,9.0,9.0,33.0,438,-0.4,0.0,-0.1,0.0,2.9383958973953472,보통
2018-01-16 04:00:00,0.8,,0.7,65.0,4.2,-5.0,1010.2,1021.0,,,,,9.0,9.0,32.0,502,-0.2,0.0,0.0,0.0,3.1775005001603978,보통
2018-01-16 05:00:00,1.1,,0.5,64.0,4.2,-4.9,1009.9,1020.7,,,,,10.0,10.0,29.0,505,-0.2,0.0,0.0,0.0,4.017580128234188,보통
2018-01-16 06:00:00,1.2,,0.6,69.0,4.6,-3.8,1009.4,1020.2,,,,,10.0,10.0,28.0,436,-0.2,0.0,0.0,0.0,3.826589881424791,보통
2018-01-16 07:00:00,1.1,,0.6,69.0,4.6,-3.9,1009.6,1020.4,,,,,10.0,10.0,31.0,418,-0.2,0.1,0.0,0.0,3.727901660977074,보통
2018-01-16 08:00:00,1.2,,0.6,68.0,4.5,-4.0,1009.6,1020.4,0.0,0.0,,,10.0,10.0,31.0,411,-0.2,0.1,0.0,0.0,3.826589881424791,보통
2018-01-16 09:00:00,1.9,,0.8,65.0,4.6,-3.9,1009.9,1020.7,0.0,0.06,,,10.0,2.0,18.0,402,0.0,0.1,0.0,0.0,4.056559200032918,보통
2018-01-16 10:00:00,2.7,,0.5,60.0,4.4,-4.3,1009.8,1020.5,0.0,0.18,,,10.0,3.0,16.0,392,0.0,0.1,0.0,0.0,5.579784033230895,보통
2018-01-16 11:00:00,3.9,,0.8,57.0,4.6,-3.8,1009.6,1020.3,0.0,0.28,,,10.0,4.0,18.0,363,0.3,0.2,0.0,0.0,6.064746203878189,보통
2018-01-16 12:00:00,5.2,,1.2,52.0,4.6,-3.8,1008.0,1018.6,0.0,0.45,,,10.0,10.0,37.0,349,1.3,0.3,0.0,0.0,6.7680670082826495,보통
2018-01-16 13:00:00,5.8,,0.8,47.0,4.3,-4.6,1006.7,1017.3,0.0,0.53,,,9.0,6.0,35.0,382,2.1,0.5,0.0,0.0,7.972523857531197,보통
2018-01-16 14:00:00,6.5,,0.8,43.0,4.2,-5.2,1005.9,1016.4,0.5,0.52,,,10.0,10.0,28.0,468,3.0,1.1,0.0,0.0,8.675389308877042,보통
2018-01-16 15:00:00,6.3,,0.3,40.0,3.8,-6.3,1006.5,1017.1,0.0,0.19,,,10.0,3.0,11.0,498,2.8,0.9,0.0,0.0,9.717939042299149,보통
2018-01-16 16:00:00,5.8,,0.9,50.0,4.6,-3.8,1006.6,1017.2,0.0,0.11,,,10.0,8.0,8.0,547,2.2,0.8,0.0,0.0,7.8060226437545355,보통
2018-01-16 17:00:00,5.2,,0.8,58.0,5.1,-2.4,1005.9,1016.5,0.0,0.08,,,10.0,8.0,8.0,462,1.5,0.6,0.0,0.0,7.370067756377618,보통
2018-01-16 18:00:00,4.9,0.0,1.4,59.0,5.1,-2.4,1005.3,1015.9,0.0,0.0,,,10.0,8.0,8.0,427,0.8,0.4,0.0,0.0,6.2167744323742316,보통
2018-01-16 19:00:00,4.6,,1.0,57.0,4.8,-3.2,1005.4,1016.0,,,,,,,8.0,432,0.7,0.3,0.0,0.0,6.4328,보통
2018-01-16 20:00:00,4.5,,0.8,58.0,4.9,-3.0,1005.8,1016.4,,,,,,9.0,,383,0.6,0.4,0.0,0.0,6.667202305031772,보통
2018-01-16 21:00:00,4.3,,0.7,56.0,4.6,-3.7,1005.3,1015.9,,,,,9.0,9.0,8.0,434,0.3,0.4,0.0,0.1,6.663521796203248,보통
2018-01-16 22:00:00,4.0,,0.3,57.0,4.6,-3.7,1005.1,1015.7,,,,,,8.0,,430,0.0,0.2,0.0,0.1,7.536328705299773,보통
2018-01-16 23:00:00,3.9,,0.9,60.0,4.9,-3.1,1005.6,1016.2,,,,,,8.0,35.0,379,-0.1,0.1,0.0,0.1,5.884415933797035,보통
2018-01-17 00:00:00,3.5,,0.4,62.0,4.9,-3.1,1005.7,1016.3,,,,,10.0,10.0,40.0,382,-0.2,0.1,0.0,0.1,6.674242142064509,보통
2018-01-17 01:00:00,3.3,,0.4,64.0,5.0,-2.8,1005.4,1016.1,,,,,,8.0,36.0,339,-0.4,0.1,0.0,0.1,6.481455986825532,보통
2018-01-17 02:00:00,3.1,,0.8,65.0,5.0,-2.8,1005.1,1015.8,,,,,,6.0,,310,0.0,0.1,0.0,0.1,5.261471402340082,보통
2018-01-17 03:00:00,3.0,,0.8,67.0,5.1,-2.5,1005.2,1015.9,,,,,10.0,10.0,35.0,297,0.0,0.1,0.0,0.1,5.161062052147818,보통
2018-01-17 04:00:00,3.0,,0.5,68.0,5.2,-2.3,1006.0,1016.7,,,,,10.0,3.0,18.0,322,0.0,0.1,0.0,0.1,5.872697265417775,보통
2018-01-17 05:00:00,2.9,,0.8,66.0,5.0,-2.8,1005.8,1016.5,,,,,10.0,1.0,13.0,325,0.0,0.1,0.0,0.1,5.060652701955555,보통
2018-01-17 06:00:00,2.7,,1.1,71.0,5.3,-2.0,1005.9,1016.6,,,,,10.0,10.0,35.0,270,0.0,0.1,0.0,0.1,4.340333525563482,높음
2018-01-17 07:00:00,2.5,,0.9,71.0,5.2,-2.2,1005.9,1016.6,,,,,10.0,10.0,30.0,289,0.0,0.1,0.0,0.1,4.46849520014414,높음
2018-01-17 08:00:00,2.6,,0.6,70.0,5.2,-2.3,1006.3,1017.0,0.0,0.0,,,9.0,9.0,10.0,296,0.0,0.1,0.0,0.1,5.208224967692813,보통
2018-01-17 09:00:00,3.0,,0.7,66.0,5.0,-2.7,1006.6,1017.3,0.0,0.12,,,9.0,9.0,10.0,306,0.1,0.3,0.0,0.1,5.368713886244475,보통
2018-01-17 10:00:00,4.3,,0.5,58.0,4.8,-3.2,1007.3,1017.9,0.0,0.23,,,9.0,9.0,9.0,401,2.7,0.8,0.0,0.1,7.141987938227599,보통
2018-01-17 11:00:00,6.0,,1.0,51.0,4.8,-3.3,1007.5,1018.1,0.7,0.55,,,6.0,6.0,10.0,436,5.2,1.6,0.0,0.1,7.8580000000000005,보통
2018-01-17 12:00:00,8.1,,1.4,51.0,5.5,-1.4,1006.4,1016.9,0.9,0.75,,,4.0,4.0,10.0,367,7.5,2.4,0.0,0.1,9.544553092966625,보통
2018-01-17 13:00:00,8.0,,1.8,54.0,5.8,-0.7,1007.5,1018.0,0.4,0.57,,,9.0,9.0,9.0,435,7.1,2.4,0.0,0.1,9.085594121170814,보통
2018-01-17 14:00:00,7.7,,2.6,54.0,5.7,-1.0,1007.4,1017.9,0.6,0.58,,,3.0,3.0,9.0,313,7.1,2.2,0.0,0.1,8.214745634725737,보통
2018-01-17 15:00:00,8.5,,1.3,49.0,5.4,-1.6,1006.3,1016.7,1.0,0.73,,,0.0,0.0,,400,6.8,2.7,0.0,0.1,10.060036080015685,보통
2018-01-17 16:00:00,8.3,,1.2,54.0,5.9,-0.4,1005.5,1015.9,1.0,0.44,,,1.0,1.0,9.0,330,4.7,2.3,0.0,0.1,9.96025120466534,보통
2018-01-17 17:00:00,7.2,,3.3,57.0,5.8,-0.7,1007.6,1018.1,0.2,0.19,,,6.0,6.0,9.0,342,2.4,1.4,0.0,0.1,7.287211240107736,보통
2018-01-17 18:00:00,5.2,,2.9,62.0,5.5,-1.5,1007.9,1018.5,0.0,0.01,,,8.0,0.0,,503,0.4,0.6,0.0,0.1,5.314842103533513,보통
2018-01-17 19:00:00,4.2,,2.4,68.0,5.6,-1.1,1008.7,1019.3,,,,,,0.0,11.0,446,-0.8,0.1,0.0,0.1,4.566400625761954,보통
2018-01-17 20:00:00,3.5,,1.7,72.0,5.7,-1.0,1008.7,1019.4,,,,,,3.0,7.0,361,0.0,0.0,0.0,0.1,4.428485138643362,높음
2018-01-17 21:00:00,3.1,,1.1,74.0,5.7,-1.0,1009.4,1020.1,,,,,9.0,4.0,11.0,333,0.0,0.1,0.0,0.1,4.749970652094086,높음
2018-01-17 22:00:00,2.8,,0.5,74.0,5.6,-1.3,1009.6,1020.3,,,,,,6.0,,309,0.0,0.0,0.0,0.2,5.677421777293188,높음
2018-01-17 23:00:00,2.7,,0.8,74.0,5.5,-1.4,1009.8,1020.5,,,,,,,10.0,291,0.0,0.0,0.0,0.1,4.859834001571028,높음
2018-01-18 00:00:00,2.7,,1.0,73.0,5.4,-1.6,1010.1,1020.8,,,,,9.0,9.0,8.0,290,0.0,0.1,0.0,0.1,4.498600000000001,높음
