Calendar Day일 2,POS Category Code,품목명,Manufacturer,Sales Amt,Sales (Bag),Sales SU,Unit Price,구분,유통사,금액,계절,할인여부,날짜
2017-10-19,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,6300.0,3,0.0,2100.0,POS,(주)지에스리테일 본부,6300,가을,False,2017-10-19
2017-10-19,MG,CNX 황사마스크 성인용3P, UKM Company,18200.0,11,11.0,1655.0,POS,(주)지에스리테일 본부,18200,가을,True,2017-10-19
2017-10-19,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,7800.0,3,3.0,2600.0,POS,(주)지에스리테일 본부,7800,가을,False,2017-10-19
2017-10-19,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,4000.0,1,0.0,4000.0,POS,(주)지에스리테일 본부,4000,가을,False,2017-10-19
2017-10-19,MG,CNX 가습촉촉 마스크 2입, UKM Company,3000.0,1,1.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-19
2017-10-19,MP,UK_CNX_황사마스크대형_1P, UKM Company,2000.0,1,0.0,2000.0,POS,(주)지에스리테일 본부,2000,가을,False,2017-10-19
2017-10-21,MP,CNX 황사마스크 대형1P, UKM Company,2000.0,1,1.0,2000.0,POS,(주)지에스리테일 본부,2000,가을,False,2017-10-21
2017-10-21,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,20100.0,7,0.0,2871.0,POS,(주)지에스리테일 본부,20100,가을,False,2017-10-21
2017-10-21,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,12000.0,4,0.0,3000.0,POS,(주)지에스리테일 본부,12000,가을,False,2017-10-21
2017-10-21,MG,CNX 황사마스크 성인용3P, UKM Company,20800.0,8,8.0,2600.0,POS,(주)지에스리테일 본부,20800,가을,False,2017-10-21
2017-10-21,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,4000.0,1,0.0,4000.0,POS,(주)지에스리테일 본부,4000,가을,False,2017-10-21
2017-10-21,MG,CNX 가습촉촉 마스크 2입, UKM Company,9000.0,3,3.0,3000.0,POS,(주)지에스리테일 본부,9000,가을,False,2017-10-21
2017-10-21,MG,CNX 스타일 마스크 3입, UKM Company,3000.0,1,1.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-21
2017-10-21,MP,UK_CNX_황사마스크대형_1P, UKM Company,2000.0,1,0.0,2000.0,POS,(주)지에스리테일 본부,2000,가을,False,2017-10-21
2017-10-21,MP,CNX 황사마스크 소형3입, UKM Company,10800.0,2,0.0,5400.0,POS,(주)지에스리테일 본부,10800,가을,False,2017-10-21
2017-10-21,MG,CNX 블랙마스크 중형3입, UKM Company,9000.0,3,2.0,3000.0,POS,(주)지에스리테일 본부,9000,가을,False,2017-10-21
2017-10-22,MP,CNX 황사마스크 대형1P, UKM Company,2000.0,1,1.0,2000.0,POS,(주)지에스리테일 본부,2000,가을,False,2017-10-22
2017-10-22,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,5100.0,2,0.0,2550.0,POS,(주)지에스리테일 본부,5100,가을,False,2017-10-22
2017-10-22,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,3000.0,1,0.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-22
2017-10-22,MG,CNX 황사마스크 성인용3P, UKM Company,5200.0,2,2.0,2600.0,POS,(주)지에스리테일 본부,5200,가을,False,2017-10-22
2017-10-22,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,2600.0,1,1.0,2600.0,POS,(주)지에스리테일 본부,2600,가을,False,2017-10-22
2017-10-22,MG,CNX 가습촉촉 마스크 2입, UKM Company,6000.0,2,2.0,3000.0,POS,(주)지에스리테일 본부,6000,가을,False,2017-10-22
2017-10-23,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,24000.0,8,0.0,3000.0,POS,(주)지에스리테일 본부,24000,가을,False,2017-10-23
2017-10-23,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,9000.0,3,0.0,3000.0,POS,(주)지에스리테일 본부,9000,가을,False,2017-10-23
2017-10-23,MG,CNX 황사마스크 성인용3P, UKM Company,20880.0,8,8.0,2610.0,POS,(주)지에스리테일 본부,20880,가을,False,2017-10-23
2017-10-23,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,5200.0,2,2.0,2600.0,POS,(주)지에스리테일 본부,5200,가을,False,2017-10-23
2017-10-23,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,4080.0,1,0.0,4080.0,POS,(주)지에스리테일 본부,4080,가을,False,2017-10-23
2017-10-23,MG,CNX 가습촉촉 마스크 2입, UKM Company,3080.0,1,1.0,3080.0,POS,(주)지에스리테일 본부,3080,가을,False,2017-10-23
2017-10-23,MG,CNX 스타일 마스크 3입, UKM Company,6000.0,2,2.0,3000.0,POS,(주)지에스리테일 본부,6000,가을,False,2017-10-23
2017-10-23,MG,CNX 베이비 마스크 3입, UKM Company,3000.0,1,1.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-23
2017-10-23,MP,UK_CNX_황사마스크대형_1P, UKM Company,10000.0,5,0.0,2000.0,POS,(주)지에스리테일 본부,10000,가을,False,2017-10-23
2017-10-23,MG,CNX 블랙마스크 중형3입, UKM Company,3000.0,1,1.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-23
2017-10-24,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,21600.0,4,0.0,5400.0,POS,(주)지에스리테일 본부,21600,가을,False,2017-10-24
2017-10-24,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,25300.0,9,0.0,2811.0,POS,(주)지에스리테일 본부,25300,가을,False,2017-10-24
2017-10-24,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,39000.0,13,0.0,3000.0,POS,(주)지에스리테일 본부,39000,가을,False,2017-10-24
2017-10-24,MG,CNX 황사마스크 성인용3P, UKM Company,13000.0,5,5.0,2600.0,POS,(주)지에스리테일 본부,13000,가을,False,2017-10-24
2017-10-24,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,5200.0,2,2.0,2600.0,POS,(주)지에스리테일 본부,5200,가을,False,2017-10-24
2017-10-24,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,8000.0,2,0.0,4000.0,POS,(주)지에스리테일 본부,8000,가을,False,2017-10-24
2017-10-24,MG,CNX 가습촉촉 마스크 2입, UKM Company,3000.0,1,1.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-24
2017-10-24,MP,UK_CNX_황사마스크대형_1P, UKM Company,2000.0,1,0.0,2000.0,POS,(주)지에스리테일 본부,2000,가을,False,2017-10-24
2017-10-24,MG,CNX 블랙마스크 중형3입, UKM Company,12000.0,4,2.0,3000.0,POS,(주)지에스리테일 본부,12000,가을,False,2017-10-24
2017-10-25,MP,CNX 황사마스크 대형1P, UKM Company,2000.0,1,1.0,2000.0,POS,(주)지에스리테일 본부,2000,가을,False,2017-10-25
2017-10-25,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,3000.0,1,0.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-25
2017-10-25,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,24000.0,8,0.0,3000.0,POS,(주)지에스리테일 본부,24000,가을,False,2017-10-25
2017-10-25,MG,CNX 황사마스크 성인용3P, UKM Company,10400.0,4,4.0,2600.0,POS,(주)지에스리테일 본부,10400,가을,False,2017-10-25
2017-10-25,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,7800.0,3,3.0,2600.0,POS,(주)지에스리테일 본부,7800,가을,False,2017-10-25
2017-10-25,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,8000.0,2,0.0,4000.0,POS,(주)지에스리테일 본부,8000,가을,False,2017-10-25
2017-10-25,MG,CNX 가습촉촉 마스크 2입, UKM Company,3000.0,1,1.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-25
2017-10-25,MG,CNX 블랙마스크 중형3입, UKM Company,12000.0,4,2.0,3000.0,POS,(주)지에스리테일 본부,12000,가을,False,2017-10-25
2017-10-26,MP,CNX 황사마스크 대형1P, UKM Company,2000.0,1,1.0,2000.0,POS,(주)지에스리테일 본부,2000,가을,False,2017-10-26
2017-10-26,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,5400.0,1,0.0,5400.0,POS,(주)지에스리테일 본부,5400,가을,False,2017-10-26
2017-10-26,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,18000.0,6,0.0,3000.0,POS,(주)지에스리테일 본부,18000,가을,False,2017-10-26
2017-10-26,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,25500.0,9,0.0,2833.0,POS,(주)지에스리테일 본부,25500,가을,False,2017-10-26
2017-10-26,MG,CNX 황사마스크 성인용3P, UKM Company,15600.0,6,6.0,2600.0,POS,(주)지에스리테일 본부,15600,가을,False,2017-10-26
2017-10-26,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,7800.0,3,3.0,2600.0,POS,(주)지에스리테일 본부,7800,가을,False,2017-10-26
2017-10-26,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,4000.0,1,0.0,4000.0,POS,(주)지에스리테일 본부,4000,가을,False,2017-10-26
2017-10-26,MG,CNX 가습촉촉 마스크 2입, UKM Company,6000.0,2,2.0,3000.0,POS,(주)지에스리테일 본부,6000,가을,False,2017-10-26
2017-10-26,MG,CNX 베이비 마스크 3입, UKM Company,3000.0,1,1.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-26
2017-10-26,MP,UK_CNX_황사마스크대형_1P, UKM Company,10000.0,5,0.0,2000.0,POS,(주)지에스리테일 본부,10000,가을,False,2017-10-26
2017-10-26,MP,CNX 황사마스크 소형3입, UKM Company,21600.0,4,0.0,5400.0,POS,(주)지에스리테일 본부,21600,가을,False,2017-10-26
2017-10-26,MG,CNX 블랙마스크 중형3입, UKM Company,15000.0,5,3.0,3000.0,POS,(주)지에스리테일 본부,15000,가을,False,2017-10-26
2017-10-27,MP,CNX 황사마스크 대형1P, UKM Company,6000.0,3,3.0,2000.0,POS,(주)지에스리테일 본부,6000,가을,False,2017-10-27
2017-10-27,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,24000.0,8,0.0,3000.0,POS,(주)지에스리테일 본부,24000,가을,False,2017-10-27
2017-10-27,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,12000.0,4,0.0,3000.0,POS,(주)지에스리테일 본부,12000,가을,False,2017-10-27
2017-10-27,MG,CNX 황사마스크 성인용3P, UKM Company,33800.0,13,13.0,2600.0,POS,(주)지에스리테일 본부,33800,가을,False,2017-10-27
2017-10-27,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,5200.0,2,2.0,2600.0,POS,(주)지에스리테일 본부,5200,가을,False,2017-10-27
2017-10-27,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,8000.0,2,0.0,4000.0,POS,(주)지에스리테일 본부,8000,가을,False,2017-10-27
2017-10-27,MG,CNX 가습촉촉 마스크 2입, UKM Company,18000.0,6,6.0,3000.0,POS,(주)지에스리테일 본부,18000,가을,False,2017-10-27
2017-10-27,MP,UK_CNX_황사마스크대형_1P, UKM Company,8000.0,4,0.0,2000.0,POS,(주)지에스리테일 본부,8000,가을,False,2017-10-27
2017-10-27,MP,CNX 황사마스크 소형3입, UKM Company,10800.0,2,0.0,5400.0,POS,(주)지에스리테일 본부,10800,가을,False,2017-10-27
2017-10-27,MG,CNX 블랙마스크 중형3입, UKM Company,9000.0,3,2.0,3000.0,POS,(주)지에스리테일 본부,9000,가을,False,2017-10-27
2017-10-28,MP,CNX 황사마스크 대형1P, UKM Company,12000.0,6,6.0,2000.0,POS,(주)지에스리테일 본부,12000,가을,False,2017-10-28
2017-10-28,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,33000.0,11,0.0,3000.0,POS,(주)지에스리테일 본부,33000,가을,False,2017-10-28
2017-10-28,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,24000.0,13,0.0,1846.0,POS,(주)지에스리테일 본부,24000,가을,False,2017-10-28
2017-10-28,MG,CNX 황사마스크 성인용3P, UKM Company,10400.0,4,4.0,2600.0,POS,(주)지에스리테일 본부,10400,가을,False,2017-10-28
2017-10-28,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,7800.0,3,3.0,2600.0,POS,(주)지에스리테일 본부,7800,가을,False,2017-10-28
2017-10-28,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,4000.0,1,0.0,4000.0,POS,(주)지에스리테일 본부,4000,가을,False,2017-10-28
2017-10-28,MG,CNX 가습촉촉 마스크 2입, UKM Company,18000.0,6,6.0,3000.0,POS,(주)지에스리테일 본부,18000,가을,False,2017-10-28
2017-10-28,MP,UK_CNX_황사마스크대형_1P, UKM Company,6000.0,3,0.0,2000.0,POS,(주)지에스리테일 본부,6000,가을,False,2017-10-28
2017-10-28,MP,CNX 황사마스크 소형3입, UKM Company,5400.0,1,0.0,5400.0,POS,(주)지에스리테일 본부,5400,가을,False,2017-10-28
2017-10-28,MG,CNX 블랙마스크 중형3입, UKM Company,9000.0,3,2.0,3000.0,POS,(주)지에스리테일 본부,9000,가을,False,2017-10-28
2017-10-29,MP,CNX 황사마스크 대형1P, UKM Company,4000.0,2,2.0,2000.0,POS,(주)지에스리테일 본부,4000,가을,False,2017-10-29
2017-10-29,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,16200.0,3,0.0,5400.0,POS,(주)지에스리테일 본부,16200,가을,False,2017-10-29
2017-10-29,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,52500.0,21,0.0,2500.0,POS,(주)지에스리테일 본부,52500,가을,False,2017-10-29
2017-10-29,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,40500.0,15,0.0,2700.0,POS,(주)지에스리테일 본부,40500,가을,False,2017-10-29
2017-10-29,MG,CNX 황사마스크 성인용3P, UKM Company,52000.0,20,20.0,2600.0,POS,(주)지에스리테일 본부,52000,가을,False,2017-10-29
2017-10-29,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,10400.0,4,4.0,2600.0,POS,(주)지에스리테일 본부,10400,가을,False,2017-10-29
2017-10-29,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,28000.0,7,0.0,4000.0,POS,(주)지에스리테일 본부,28000,가을,False,2017-10-29
2017-10-29,MG,CNX 가습촉촉 마스크 2입, UKM Company,21000.0,7,7.0,3000.0,POS,(주)지에스리테일 본부,21000,가을,False,2017-10-29
2017-10-29,MG,CNX 스타일 마스크 3입, UKM Company,3000.0,1,1.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-29
2017-10-29,MP,UK_CNX_황사마스크대형_1P, UKM Company,28000.0,27,1.0,1037.0,POS,(주)지에스리테일 본부,28000,가을,False,2017-10-29
2017-10-29,MP,CNX 황사마스크 소형3입, UKM Company,5400.0,1,0.0,5400.0,POS,(주)지에스리테일 본부,5400,가을,False,2017-10-29
2017-10-29,MG,CNX 블랙마스크 중형3입, UKM Company,6000.0,2,1.0,3000.0,POS,(주)지에스리테일 본부,6000,가을,False,2017-10-29
2017-10-30,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,5400.0,1,0.0,5400.0,POS,(주)지에스리테일 본부,5400,가을,False,2017-10-30
2017-10-30,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,41400.0,14,0.0,2957.0,POS,(주)지에스리테일 본부,41400,가을,False,2017-10-30
2017-10-30,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,27000.0,9,0.0,3000.0,POS,(주)지에스리테일 본부,27000,가을,False,2017-10-30
2017-10-30,MG,CNX 황사마스크 성인용3P, UKM Company,26000.0,10,10.0,2600.0,POS,(주)지에스리테일 본부,26000,가을,False,2017-10-30
2017-10-30,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,13000.0,5,5.0,2600.0,POS,(주)지에스리테일 본부,13000,가을,False,2017-10-30
2017-10-30,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,20000.0,5,0.0,4000.0,POS,(주)지에스리테일 본부,20000,가을,False,2017-10-30
2017-10-30,MG,CNX 스타일 마스크 3입, UKM Company,18000.0,6,6.0,3000.0,POS,(주)지에스리테일 본부,18000,가을,False,2017-10-30
2017-10-30,MP,UK_CNX_황사마스크대형_1P, UKM Company,2000.0,1,0.0,2000.0,POS,(주)지에스리테일 본부,2000,가을,False,2017-10-30
2017-10-30,MP,CNX 황사마스크 소형3입, UKM Company,5400.0,1,0.0,5400.0,POS,(주)지에스리테일 본부,5400,가을,False,2017-10-30
2017-10-30,MG,CNX 블랙마스크 중형3입, UKM Company,6000.0,2,1.0,3000.0,POS,(주)지에스리테일 본부,6000,가을,False,2017-10-30
2017-10-31,MP,CNX 황사마스크 대형1P, UKM Company,2000.0,1,0.0,2000.0,POS,(주)지에스리테일 본부,2000,가을,False,2017-10-31
2017-10-31,MP,CNX 황사마스크 뉴(KF80)소형 3P 6G x 3EA, UKM Company,16200.0,3,0.0,5400.0,POS,(주)지에스리테일 본부,16200,가을,False,2017-10-31
2017-10-31,MG,UKM 크리넥스 입체마스크 성인용 3P 6G x 3EA, UKM Company,21000.0,7,0.0,3000.0,POS,(주)지에스리테일 본부,21000,가을,False,2017-10-31
2017-10-31,MG,UKM 크리넥스 입체마스크 어린이용 3P 6Gx3EA, UKM Company,21000.0,7,0.0,3000.0,POS,(주)지에스리테일 본부,21000,가을,False,2017-10-31
2017-10-31,MG,CNX 황사마스크 성인용3P, UKM Company,13000.0,5,0.0,2600.0,POS,(주)지에스리테일 본부,13000,가을,False,2017-10-31
2017-10-31,MG,UKM 크리넥스 건강마스크 여성용3입, UKM Company,15600.0,6,0.0,2600.0,POS,(주)지에스리테일 본부,15600,가을,False,2017-10-31
2017-10-31,MG,UKM 크리넥스 건강마스크 어린이용 5P 6Gx5EA, UKM Company,16000.0,4,0.0,4000.0,POS,(주)지에스리테일 본부,16000,가을,False,2017-10-31
2017-10-31,MG,CNX 스타일 마스크 3입, UKM Company,3000.0,1,0.0,3000.0,POS,(주)지에스리테일 본부,3000,가을,False,2017-10-31
2017-10-31,MP,CNX 황사마스크 소형3입, UKM Company,5400.0,1,0.0,5400.0,POS,(주)지에스리테일 본부,5400,가을,False,2017-10-31
2017-10-31,MG,CNX 블랙마스크 중형3입, UKM Company,9000.0,3,2.0,3000.0,POS,(주)지에스리테일 본부,9000,가을,False,2017-10-31
2017-11-13,MP,CNX 황사마스크 대형1P, UKM Company,2000.0,1,0.0,2000.0,POS,(주)지에스리테일 본부,2000,가을,False,2017-11-13
